type,formalTyping,code,type1,type2
PERATURAN MENTERI KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT REPUBLIK INDONESIA,Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Republik Indonesia,Permenko_Kesra,MinisterialRegulation,Berita_Negara
PERATURAN DEWAN KEHORMATAN PENYELENGGARA PEMILIHAN UMUM REPUBLIK INDONESIA,Peraturan Dewan Kehormatan Penyelenggara Pemilihan Umum Republik Indonesia,Peraturan_DKPP,AgencyRegulation,Berita_Negara
PERATURAN MENTERI KESEHATAN,Peraturan Menteri Kesehatan Republik Indonesia,Permen_Kes,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN KOTABARU,Peraturan Daerah Kabupaten Kotabaru,Perkab_Kotabaru,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kotabaru
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II ACEH UTARA PROPINSI DAERAH ISTIMEWA ACEH,Peraturan Daerah Kabupaten Aceh,Perkab_Aceh,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh
PERATURAN DAERAH KOTA TASIKMALAYA,Peraturan Daerah Kota Tasikmalaya,Perkot_Tasikmalaya,MunicipalityRegulation,Lembaran_Daerah_Kota_Tasikmalaya
PERATURAN KEPALA BADAN PENGAWAS PERDAGANGAN BERJANGKA KOMODITI REPUBLIK IDONESIA,Peraturan Badan Pengawas Perdagangan Berjangka Komoditi Republik Indonesia,Peraturan_Bappebti,AgencyRegulation,Berita_Negara
PERATURAN MENTERI DALAM NEGERI REPUBLIK INONESIA,Peraturan Menteri Dalam Negeri Republik Indonesia,Permen_Dagri,MinisterialRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI BANTEN,Peraturan Daerah Provinsi Banten,Perprov_Banten,ProvincialRegulation,Lembaran_Daerah_Provinsi_Banten
PERATURAN BADAN PENYELENGGARA JAMINAN SOSIAL KETENAGAKERJAAN,Peraturan Badan Penyelenggara Jaminan Sosial Ketenagakerjaan Republik Indonesia,Peraturan_BPJSTK,AgencyRegulation,Berita_Negara
"PERATURAN KEPALA BADAN METEOROLOGI,KLIMATOLOGI,DAN GEOFISIKA","Peraturan Badan Meteorologi, Klimatologi, Dan Geofisika Republik Indonesia",Peraturan_BMKG,AgencyRegulation,Berita_Negara
PERATURAN DAERAH KABUPATEN PENAJAM PASER UTARA,Peraturan Daerah Kabupaten Penajam Paser Utara,Perkab_Penajam_Paser_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Penajam_Paser_Utara
PERATURAN DAERAH KOTA SOLOK,Peraturan Daerah Kota Solok,Perkot_Solok,MunicipalityRegulation,Lembaran_Daerah_Kota_Solok
PERATURAN DAERAH KABUPATEN SABU RAIJUA,Peraturan Daerah Kabupaten Sabu Raijua,Perkab_Sabu_Raijua,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sabu_Raijua
PERATURAN DAERAH KOTA KEDIRI,Peraturan Daerah Kota Kediri,Perkot_Kediri,MunicipalityRegulation,Lembaran_Daerah_Kota_Kediri
PERATURAN DAERAH PROVINSI ST MATERA UTARA,Peraturan Daerah Provinsi Sumatera Utara,Perprov_Sumut,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Utara
PERATURAN DAERAH KABUPATEN DONGGALA,Peraturan Daerah Kabupaten Donggala,Perkab_Donggala,RegencyRegulation,Lembaran_Daerah_Kabupaten_Donggala
PERATURAN KEPALA PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN,Peraturan Pusat Pelaporan Dan Analisis Transaksi Keuangan Republik Indonesia,Peraturan_PPATK,AgencyRegulation,Berita_Negara
PERATURAN BADAN PENGAWAS PEMILIHAN UMUM,Peraturan Badan Pengawas Pemilihan Umum Republik Indonesia,Peraturan_Bawaslu,AgencyRegulation,Berita_Negara
PERATURAN DAERAH PROPINSI SUULAWESI TENGAH,Peraturan Daerah Provinsi Sulawesi Tengah,Perprov_Sulteng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sulawesi_Tengah
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN REPUBLIK INDONESIA SELAKU KETUA TIM PENGENDALIAN INFLASI PUSAT,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA LEMBAGA SANDI NEGARA REPUBLIK INDONESIA,Peraturan Badan Siber Dan Sandi Negara Republik Indonesia,Peraturan_BSSN,AgencyRegulation,Berita_Negara
PERATURAN BADAN AMIL ZAKAT NASIONAL REPUBLIK INDONESIA,Peraturan Badan Amil Zakat Nasional Republik Indonesia,Peraturan_Baznas,AgencyRegulation,Berita_Negara
PERATURAN KEPALA BADAN NARKOTIKA NASIONAL,Peraturan Badan Narkotika Nasional Republik Indonesia,Peraturan_BNN,AgencyRegulation,Berita_Negara
PERATURAN KEPALA LEMBAGA KEBIJAKAN PENGADAAN BARANG/JASA PEMERINTAH,Peraturan Lembaga Kebijakan Pengadaan Barang/jasa Pemerintah Republik Indonesia,Peraturan_LKPP,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PERHUBUNGAN REPUBLIKI INDONESIA,Peraturan Menteri Perhubungan Republik Indonesia,Permen_Hub,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA PERPUSTAKAAN NASIONAL REPUBLIK INDONESIA,Peraturan Perpustakaan Nasional Republik Indonesia,Peraturan_Perpusnas,AgencyRegulation,Berita_Negara
PERATURAN DAERAH PROVINSI KEPULAUAN BANGKA BELITUNG,Peraturan Daerah Provinsi Kepulauan Bangka Belitung,Perprov_Kep_Babel,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kepulauan_Bangka_Belitung
UNDANG-UNDANG DASAR NEGARA REPUBLIK INDONESIA,Undang-Undang Dasar Negara Republik Indonesia,UUD,Constitution,
PERATURAN MENTERI SOSIAL,Peraturan Menteri Sosial Republik Indonesia,Permen_Sos,MinisterialRegulation,Berita_Negara
PERATURAN WALI KOTA,Peraturan Walikota ,Perwali,MayorRegulation,Berita_Daerah_Kota
PERATURAN JAKSA AGUNG,Peraturan Jaksa Agung Republik Indonesia,Peraturan_Jagung,AgencyRegulation,Berita_Negara
PERATURAN MENTERI PENDIDIKAN DAN KEBUDAYAAN,Peraturan Menteri Pendidikan Dan Kebudayaan Republik Indonesia,Permen_Dikbud,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KELAUTAN DAN PERIKANAN,Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia,Permen_KP,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KETENAGAKERJAAN,Peraturan Menteri Ketenagakerjaan Republik Indonesia,Permen_Naker,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI AGAMA,Peraturan Menteri Agama Republik Indonesia,Permen_Agama,MinisterialRegulation,Berita_Negara
PERATURAN MAHKAMAH AGUNG,Peraturan Mahkamah Agung Republik Indonesia,Peraturan_MA,SupremeCourtRegulation,Berita_Negara
PERATURAN MENTERI KOPERASI DAN USAHA KECIL DAN MENENGAH,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
"PERATURAN MENTERI RISET, TEKNOLOGI, DAN PENDIDIKAN TINGGI",Peraturan Menteri Riset Teknologi Dan Pendidikan Tinggi Republik Indonesia,Permen_Ristekdikti,MinisterialRegulation,Berita_Negara
PERATURAN DEWAN KEHORMATAN PENYELENGGARA PEMILIHAN UMUM,Peraturan Dewan Kehormatan Penyelenggara Pemilihan Umum Republik Indonesia,Peraturan_DKPP,AgencyRegulation,Berita_Negara
PERATURAN BADAN PEMERIKSA KEUANGAN,Peraturan Badan Pemeriksa Keuangan Republik Indonesia,Peraturan_BPK,AuditBoardRegulation,Berita_Negara
PERATURAN MENTERI PARIWISATA,Peraturan Menteri Pariwisata Republik Indonesia,Permen_Par,MinisterialRegulation,Berita_Negara
PERATURAN LEMBAGA ADMINISTRASI NEGARA,Peraturan Lembaga Administrasi Negara Republik Indonesia,Peraturan_LAN,AgencyRegulation,Berita_Negara
PERATURAN OMBUDSMAN,Peraturan Sekretaris Jenderal Ombudsman Republik Indonesia,Peraturan_Ombudsman,AgencyRegulation,Berita_Negara
PERATURAN MENTERI ENERGI DAN SUMBER DAYA MINERAL SELAKU KETUA HARIAN DEWAN ENERGI NASIONAL,Peraturan Menteri Energi Dan Sumber Daya Mineral Republik Indonesia,Permen_ESDM,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERENCANAAN PEMBANGUNAN NASIONAL/KEPALA BADAN PERENCANAAN PEMBANGUNAN NASIONAL,Peraturan Menteri Perencanaan Pembangunan Nasional/ Kepala Badan Perencanaan Pembangunan Nasional Republik Indonesia,Permen_Bappenas,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI LINGKUNGAN HIDUP,Peraturan Menteri Lingkungan Hidup Republik Indonesia,Permen_LH,MinisterialRegulation,Berita_Negara
PERATURAN KOMISI PEMBERANTASAN KORUPSI,Peraturan Komisi Pemberantasan Korupsi Republik Indonesia,Peraturan_KPK,AgencyRegulation,Berita_Negara
PERATURAN MENTERI KOORDINATOR BIDANG PEMBANGUNAN MANUSIA DAN KEBUDAYAAN,Peraturan Menteri Koordinator Bidang Pembangunan Manusia Dan Kebudayaan Republik Indonesia,Permenko_PMK,MinisterialRegulation,Berita_Negara
"PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN SELAKU KETUA KOMITE KEBIJAKAN PEMBIAYAAN BAGI USAHA MIKRO, KECIL, DAN MENENGAH",Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN WALIKOTA,Peraturan Walikota ,Perwali,MayorRegulation,Berita_Daerah_Kota
PERATURAN MENTERI LUAR NEGERI,Peraturan Menteri Luar Negeri Republik Indonesia,Permen_LU,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA PERPUSTAKAAN NASIONAL,Peraturan Perpustakaan Nasional Republik Indonesia,Peraturan_Perpusnas,AgencyRegulation,Berita_Negara
PERATURAN MENTERI KOORDINATOR BIDANG PEREKONOMIAN,Peraturan Menteri Koordinator Bidang Perekonomian Republik Indonesia,Permenko_Perekonomian,MinisterialRegulation,Berita_Negara
PERATURAN KEPALA BADAN PERTANAHAN NASIONAL,Peraturan Kepala Badan Pertanahan Nasional Republik Indonesia,Peraturan_BPN,AgencyRegulation,Berita_Negara
PERATURAN KEPALA LEMBAGA PENERBANGAN DAN ANTARIKSA NASIONAL,Peraturan Lembaga Penerbangan Dan Antariksa Nasional Republik Indonesia,Peraturan_Lapan,AgencyRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERHUBUNGAN,Peraturan Menteri Perhubungan Republik Indonesia,Permen_Hub,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PENDAYAGUNAAN APARATUR NEGARA,Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Republik Indonesia,Permen_PANRB,MinisterialRegulation,Berita_Negara
PERATURAN BADAN PENGAWAS PEMILIAN UMUM,Peraturan Badan Pengawas Pemilihan Umum Republik Indonesia,Peraturan_Bawaslu,AgencyRegulation,Berita_Negara
"PERATURAN KEPALA BADAN METEROLOGI, KLIMATOLOGI, DAN GEOFISIKA","Peraturan Badan Meteorologi, Klimatologi, Dan Geofisika Republik Indonesia",Peraturan_BMKG,AgencyRegulation,Berita_Negara
PERATURAN KEPALA ARSIP NASIONAL,Peraturan Arsip Nasional Republik Indonesia,Peraturan_ANRI,AgencyRegulation,Berita_Negara
PERATURAN MENTERI SEKRETARIS NEGARA,Peraturan Menteri Sekretaris Negara Republik Indonesia,Permen_Sesneg,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERDAGAGAN REPUBLIK INDONESIA,Peraturan Menteri Perdagangan Republik Indonesia,Permen_Dag,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI TENAGA KERJA,Peraturan Menteri Ketenagakerjaan Republik Indonesia,Permen_Naker,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI NEGARA KOPERASI DAN USAHA KECIL DAN MENENGAH,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PARIWISATA DAN EKONOMI KREATIF,Peraturan Menteri Pariwisata Dan Ekonomi Kreatif Republik Indonesia,Permen_Parekraf,MinisterialRegulation,Berita_Negara
PERATURAN ACEH,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN KABUPATEN BIREUEN,Peraturan Daerah Kabupaten Bireuen,Perkab_Bireuen,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bireuen
PERATURAN BERSAMA MENTERI KEHUTANAN REPUBLIK INDONESIA DAN KEPALA BADAN KEPEGAWAIAN NEGARA,Peraturan Bersama Menteri Kehutanan Republik Indonesia Dan Kepala Badan Kepegawaian Negara,PB_Menhut_BKN,JointRegulation,Berita_Negara
PERATURAN MENTERI KEHUTANAN REPUBIK INDONESIA,Peraturan Menteri Kehutanan Republik Indonesia,Permen_Hut,MinisterialRegulation,Berita_Negara
PERATURAN KOTA SABANG,Peraturan Daerah Kota Sabang,Perkot_Sabang,MunicipalityRegulation,Lembaran_Daerah_Kota_Sabang
PERATURAN KABUPATEN PIDIE,Peraturan Daerah Kabupaten Pidie,Perkab_Pidie,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pidie
PERATURAN KABUPATEN ACEH TIMUR,Peraturan Daerah Kabupaten Aceh Timur,Perkab_Aceh_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Timur
PERATURAN KABUPATEN ACEH JAYA,Peraturan Daerah Kabupaten Aceh Jaya,Perkab_Aceh_Jaya,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Jaya
PERATURAN KABUPATEN ACEH BESAR,Peraturan Daerah Kabupaten Aceh Besar,Perkab_Aceh_Besar,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Besar
PERATURAN KABUPATEN GAYO LUES,Peraturan Daerah Kabupaten Gayo Lues,Perkab_Gayo_Lues,RegencyRegulation,Lembaran_Daerah_Kabupaten_Gayo_Lues
PERATURAN MENTERI NEGARA KOPERASI DAN USAHA KECIL MENENGAH REPUBLIK INDONESIA,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERTANIANREPUBLIK INDONESIA,Peraturan Menteri Pertanian Republik Indonesia,Permen_Tan,MinisterialRegulation,Berita_Negara
PERATURANMENTERIKEHUTANANREPUBLIKINDONESIA,Peraturan Menteri Kehutanan Republik Indonesia,Permen_Hut,MinisterialRegulation,Berita_Negara
PERATURAN KABUPATEN SIMEULUE,Peraturan Daerah Kabupaten Simeulue,Perkab_Simeulue,RegencyRegulation,Lembaran_Daerah_Kabupaten_Simeulue
PERATURAN KOTA DEPOK,Peraturan Daerah Kota Depok,Perkot_Depok,MunicipalityRegulation,Lembaran_Daerah_Kota_Depok
PERATURAN KABUPATEN ACEH TAMIANG,Peraturan Daerah Kabupaten Aceh Tamiang,Perkab_Aceh_Tamiang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Tamiang
PERATURAN KOTA BANDA ACEH,Peraturan Daerah Kota Banda Aceh,Perkot_Banda_Aceh,MunicipalityRegulation,Lembaran_Daerah_Kota_Banda_Aceh
PERATURAN DAERAH KABUPATEN KABUPATEN MAGELANG,Peraturan Daerah Kabupaten Magelang,Perkab_Magelang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Magelang
PERATURAN DAERAH KABUPATEN SANGGAU,Peraturan Daerah Kabupaten Sanggau,Perkab_Sanggau,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sanggau
PERATURAN KOTA SUBULUSSALAM,Peraturan Daerah Kota Subulussalam,Perkot_Subulussalam,MunicipalityRegulation,Lembaran_Daerah_Kota_Subulussalam
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II JEPARA,Peraturan Daerah Kabupaten Jepara,Perkab_Jepara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Jepara
KEPUTUSAN MENTERI PERTANIAN,Keputusan Menteri Pertanian Republik Indonesia,Kepmen_Tan,MinisterialDecree,Berita_Negara
KEPUTUSAN MENTERI PERTANIAN REPUBLIK INDONESIA,Keputusan Menteri Pertanian Republik Indonesia,Kepmen_Tan,MinisterialDecree,Berita_Negara
PERATURAN MENTERI NEGARA PERUMAHAN RAKYAT SELAKU KETUA HARIAN BAPERTARUM-PNS,Peraturan Menteri Perumahan Rakyat Republik Indonesia,Permen_PR,MinisterialRegulation,Berita_Negara
PERATURAN KABUPATEN BENER MERIAH,Peraturan Daerah Kabupaten Bener Meriah,Perkab_Bener_Meriah,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bener_Meriah
PERATURAN PROVINSI NANGGROE ACEH DARUSSALAM,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN KABUPATEN PIDIE JAYA,Peraturan Daerah Kabupaten Pidie Jaya,Perkab_Pidie_Jaya,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pidie_Jaya
PERATURAN KABUPATEN ACEH UTARA,Peraturan Daerah Kabupaten Aceh Utara,Perkab_Aceh_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Utara
PERATURAN DAERAH KABUPATEN SINTANG,Peraturan Daerah Kabupaten Sintang,Perkab_Sintang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Sintang
PERATURAN DAERAH KOTA SURABAYA,Peraturan Daerah Kota Surabaya,Perkot_Surabaya,MunicipalityRegulation,Lembaran_Daerah_Kota_Surabaya
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II REMBANG,Peraturan Daerah Kabupaten Rembang,Perkab_Rembang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Rembang
PERATURAN KABUPATEN NAGAN RAYA,Peraturan Daerah Kabupaten Nagan Raya,Perkab_Nagan_Raya,RegencyRegulation,Lembaran_Daerah_Kabupaten_Nagan_Raya
PERATURAN DAERAH KABUPATEN LOMBOK TIMUR,Peraturan Daerah Kabupaten Lombok Timur,Perkab_Lombok_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Lombok_Timur
PERATURAN DAERAH KABUPATEN LAMPUNG TIMUR,Peraturan Daerah Kabupaten Lampung Timur,Perkab_Lampung_Timur,RegencyRegulation,Lembaran_Daerah_Kabupaten_Lampung_Timur
PERATURAN PROPINSI NANGGROE ACEH DARUSSALAM,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN KOTA LHOKSEUMAWE,Peraturan Daerah Kota Lhoksumawe,Perkot_Lhoksumawe,MunicipalityRegulation,Lembaran_Daerah_Kota_Lhoksumawe
PERATURAN PROVINSI NANGGROEACEH DARUSSALAM,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN KABUPATEN ACEHUTARA,Peraturan Daerah Kabupaten Aceh Utara,Perkab_Aceh_Utara,RegencyRegulation,Lembaran_Daerah_Kabupaten_Aceh_Utara
PERATURAN PEMERINTAH KABUPATEN PURBALINGGA,Peraturan Daerah Kabupaten Purbalingga,Perkab_Purbalingga,RegencyRegulation,Lembaran_Daerah_Kabupaten_Purbalingga
PERATURAN DAERAH PEMERINTAH KOTA MEDAN,Peraturan Daerah Kota Medan,Perkot_Medan,MunicipalityRegulation,Lembaran_Daerah_Kota_Medan
PERATURAN DAERAH PROPINSI DAERAH TINGKAT I KALIMANTAN TENGAH,Peraturan Daerah Provinsi Kalimantan Tengah,Perprov_Kalteng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Kalimantan_Tengah
PERATURAN DAERAH KABUPATEN DAERAH TINGKAT II CILACAP,Peraturan Daerah Kabupaten Cilacap,Perkab_Cilacap,RegencyRegulation,Lembaran_Daerah_Kabupaten_Cilacap
PERATURAN DAERAH KABUPATEN BANDUNG TINGKAT II BANDUNG,Peraturan Daerah Kabupaten Bandung,Perkab_Bandung,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bandung
PERATURAN DAERAH PROPINSI NUSA TENGGARA TIMUR,Peraturan Daerah Provinsi Nusa Tenggara Timur,Perprov_NTT,ProvincialRegulation,Lembaran_Daerah_Provinsi_Nusa_Tenggara_Timur
PERATURAN DAERAH PROPINSI IST IMEWA ACEH,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PERATURAN DAERAH PROPINSI DAERAH ISTAIMEWA ACEH,Peraturan Daerah Provinsi Aceh,Perprov_Aceh,ProvincialRegulation,Lembaran_Daerah_Provinsi_Aceh
PENETAPAN PRESIDEN REPUBLIK INDONESIA,Penetapan Presiden Republik Indonesia,Tapres,Legislation,Lembaran_Negara
UNDANG-UNDANG REPUBLIK IDONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
UNDANG-UNDANG REPUBLIK IDNDONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
UNDANG-UNDANG PRESIDEN REPUBLIK INDONESIA,Undang-Undang Republik Indonesia,UU,Act,Lembaran_Negara
PERATURAN MENTERI NEGARA AGRARIA/ KEPALA BADAN PERTANAHAN NASIONAL,Peraturan Menteri Agraria Dan Tata Ruang/ Kepala Badan Pertanahan Nasional Republik Indonesia,Permen_ATRBPN,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KOORDINATOR BIDANG PEMBANGUNAN MANUSIA,Peraturan Menteri Koordinator Bidang Pembangunan Manusia Dan Kebudayaan Republik Indonesia,Permenko_PMK,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI PERTANIAN SELAKU KETUA HARIAN DEWAN KETAHANAN PANGAN,Peraturan Menteri Pertanian Republik Indonesia,Permen_Tan,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI,Peraturan Menteri Pendayagunaan Aparatur Negara Dan Reformasi Birokrasi Republik Indonesia,Permen_PANRB,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI NEGARA PEMBERDAYAAN PEREMPUAN,Peraturan Menteri Pemberdayaan Perempuan Dan Perlindungan Anak Republik Indonesia,Permen_PPPA,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI AGAMA REPUBLIK INDONESIA,Peraturan Menteri Agama Republik Indonesia,Permen_Agama,MinisterialRegulation,Berita_Negara
PERUBAHAN PERTAMA UNDANG-UNDANG DASAR NEGARA REPUBLIK INDONESIA,Perubahan Pertama Undang-Undang Dasar Negara Republik Indonesia,Amandemen_1_UUD,AmendmentToTheConstitution,
PERUBAHAN KEDUA UNDANG-UNDANG DASAR NEGARA REPUBLIK INDONESIA,Perubahan Kedua Undang-Undang Dasar Negara Republik Indonesia,Amandemen_2_UUD,AmendmentToTheConstitution,
PERUBAHAN KETIGA UNDANG-UNDANG DASAR NEGARA REPUBLIK INDONESIA,Perubahan Ketiga Undang-Undang Dasar Negara Republik Indonesia,Amandemen_3_UUD,AmendmentToTheConstitution,
PERUBAHAN KEEMPAT UNDANG-UNDANG DASAR NEGARA REPUBLIK INDONESIA,Perubahan Keempat Undang-Undang Dasar Negara Republik Indonesia,Amandemen_4_UUD,AmendmentToTheConstitution,
PERATURAN KOTA CIREBON,Peraturan Daerah Kota Cirebon,Perkot_Cirebon,MunicipalityRegulation,Lembaran_Daerah_Kota_Cirebon
PERATURAN MENTERI AGRARIA DAN TATA RUANG/BADAN PERTANAHAN NASIONAL REPUBLIK INDONESIA,Peraturan Menteri Agraria Dan Tata Ruang/ Kepala Badan Pertanahan Nasional Republik Indonesia,Permen_ATRBPN,MinisterialRegulation,Berita_Negara
PERATURAN PROVINSI SUMATERA BARAT,Peraturan Daerah Provinsi Sumatera Barat,Perprov_Sumbar,ProvincialRegulation,Lembaran_Daerah_Provinsi_Sumatera_Barat
PERATURAN KOTA BANDUNG,Peraturan Daerah Kota Bandung,Perkot_Bandung,MunicipalityRegulation,Lembaran_Daerah_Kota_Bandung
PERATURAN KABUPATEN PINRANG,Peraturan Daerah Kabupaten Pinrang,Perkab_Pinrang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Pinrang
PERATURAN PROVINSI JAWA TENGAH,Peraturan Daerah Provinsi Jawa Tengah,Perprov_Jateng,ProvincialRegulation,Lembaran_Daerah_Provinsi_Jawa_Tengah
PERATURAN MENTERI KOMUNIKASI DAN INFORMASI REPUBLIK INDONESIA,Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia,Permen_Kominfo,MinisterialRegulation,Berita_Negara
PERATURAN KABUPATEN BANTUL,Peraturan Daerah Kabupaten Bantul,Perkab_Bantul,RegencyRegulation,Lembaran_Daerah_Kabupaten_Bantul
PERATURAN MENTERI KOPERASI DAN USAHA KECIL MENENGAH REPUBLIK INDONESIA,Peraturan Menteri Koperasi Dan Usaha Kecil Dan Menengah Republik Indonesia,Permen_Kopukm,MinisterialRegulation,Berita_Negara
PERATURAN MENTERI KELAUTAN PERIKANAN REPUBLIK INDONESIA,Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia,Permen_KP,MinisterialRegulation,Berita_Negara
PERATURAN BADAN PENGAWAS PEMILU REPUBLIK INDONESIA,Peraturan Badan Pengawas Pemilihan Umum Republik Indonesia,Peraturan_Bawaslu,AgencyRegulation,Berita_Negara
PERATURAN BADAN PENYELENGGARA JAMINAN SOSIAL KESEHATAN REPUBLIK INDONESIA,Peraturan Badan Penyelenggara Jaminan Sosial Kesehatan Reppublik Indonesia,Peraturan_BPJSKES,AgencyRegulation,Berita_Negara
PERATURAN KABUPATEN PURWAKARTA,Peraturan Daerah Kabupaten Purwakarta,Perkab_Purwakarta,RegencyRegulation,Lembaran_Daerah_Kabupaten_Purwakarta
PERATURAN KOTA TASIKMALAYA,Peraturan Daerah Kota Tasikmalaya,Perkot_Tasikmalaya,MunicipalityRegulation,Lembaran_Daerah_Kota_Tasikmalaya
PERATURAN KABUPATEN BATANG,Peraturan Daerah Kabupaten Batang,Perkab_Batang,RegencyRegulation,Lembaran_Daerah_Kabupaten_Batang
PERATURAN KABUPATEN BATANG HARI,Peraturan Daerah Kabupaten Batang Hari,Perkab_Batang_Hari,RegencyRegulation,Lembaran_Daerah_Kabupaten_Batang_Hari
PERATURAN KABUPATEN CIAMIS,Peraturan Daerah Kabupaten Ciamis,Perkab_Ciamis,RegencyRegulation,Lembaran_Daerah_Kabupaten_Ciamis
PERATURAN KABUPATEN KOTABARU,Peraturan Daerah Kabupaten Kotabaru,Perkab_Kotabaru,RegencyRegulation,Lembaran_Daerah_Kabupaten_Kotabaru
PERATURAN KABUPATEN MUKO-MUKO,Peraturan Daerah Kabupaten Muko Muko,Perkab_Muko_Muko,RegencyRegulation,Lembaran_Daerah_Kabupaten_Muko_Muko
