reg_id,year,number,change,file,path
Permen_Hub_2019_58,2019,58.0,Permen_Hub_2019_7,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2019/bn978-2019.json,E:/Ninggar/Mgstr/Penelitian/Data/files/new_parsed_files/bn/2019/bn175-2019.json
